R_amplitude,P_amplitude,T_amplitude,RR0_s,RR1_s,Heart_rate_bpm,PR_ms,label
2.0685012340545654,0.08964157104492188,2.03884220123291,0.4583333432674408,1.0833333730697632,130.90908813476562,2980.5556640625,F
-0.490970253944397,-0.0692601129412651,0.2255021333694458,0.7138888835906982,0.3305555582046509,84.04669189453125,66.66666412353516,F
1.8162881135940552,0.06202497333288193,0.17117714881896973,0.5,1.413888931274414,120.0,2686.111083984375,F
0.22294355928897858,0.07454729825258255,0.4396158754825592,1.211111068725586,1.2194443941116333,49.541282653808594,166.6666717529297,F
-0.3279031813144684,0.022718412801623344,0.48400065302848816,2.1111111640930176,0.46388888359069824,28.421052932739258,200.0,F
-0.36183565855026245,0.03654717653989792,0.021950341761112213,0.6694444417953491,0.29722222685813904,89.62655639648438,150.0,F
1.2441951036453247,0.019288834184408188,-0.04020756855607033,0.6472222208976746,0.6638888716697693,92.70386505126953,138.88888549804688,F
1.1966722011566162,-0.006021121051162481,-0.032002341002225876,0.6333333253860474,0.6416666507720947,94.7368392944336,136.11111450195312,F
1.23314368724823,0.014077404513955116,-0.015093485824763775,0.6499999761581421,0.6833333373069763,92.30769348144531,130.55555725097656,F
1.1893880367279053,0.028898486867547035,-0.017260277643799782,0.6638888716697693,0.6777777671813965,90.37657165527344,136.11111450195312,F
1.0906171798706055,0.032913096249103546,-0.009129123762249947,0.6888889074325562,0.6638888716697693,87.09677124023438,136.11111450195312,F
1.097891092300415,0.02261505462229252,-0.028688909485936165,0.6694444417953491,0.6666666865348816,89.62655639648438,130.55555725097656,F
1.0032365322113037,0.005544562358409166,-0.00904110074043274,0.6805555820465088,0.6583333611488342,88.16326904296875,141.6666717529297,F
1.0977410078048706,0.006912569981068373,-0.038350217044353485,0.6527777910232544,0.6611111164093018,91.9148941040039,127.77777862548828,F
1.0020334720611572,0.027111316099762917,-0.020458903163671494,0.6555555462837219,0.644444465637207,91.52542114257812,130.55555725097656,F
1.1797088384628296,0.018027400597929955,-0.01963360793888569,0.6388888955116272,0.6638888716697693,93.91304016113281,125.0,F
0.7912657856941223,0.004111439920961857,0.34121835231781006,0.33888888359069824,0.6694444417953491,177.04917907714844,102.77777862548828,F
1.7383077144622803,-0.05655663087964058,1.5691295862197876,1.630555510520935,0.4694444537162781,36.79727554321289,1858.3333740234375,F
1.5155668258666992,0.04854395613074303,0.11711463332176208,0.7638888955116272,0.45277777314186096,78.54545593261719,172.22222900390625,F
1.9041017293930054,0.0512482114136219,0.234234020113945,0.5944444537162781,0.4333333373069763,100.93457794189453,127.77777862548828,F
1.8226009607315063,0.031106840819120407,0.2395104169845581,0.5861111283302307,0.4583333432674408,102.36966705322266,122.22222137451172,F
